ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist,file names
293,Dumbbell Bent Over Row,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",02931301-Dumbbell-Bent-Over-Row_Back-FIX_180.webp
294,Dumbbell Biceps Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis",02941301-Dumbbell-Biceps-Curl_Upper-Arms_180.webp
296,Dumbbell Close-grip Press,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Sternal Head",02961301-Dumbbell-Close-grip-Press_Upper-Arms_180.webp
297,Dumbbell Concentration Curl,Strength,Upper Arms,Dumbbell,Male,Brachialis,"Biceps Brachii, Brachioradialis",02971301-Dumbbell-Concentration-Curl_Upper-Arms-FIX_180.webp
298,Dumbbell Cross Body Hammer Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",02981301-Dumbbell-Cross-Body-Hammer-Curl_Forearms_180.webp
300,Dumbbell Deadlift,Strength,Back,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",03001301-Dumbbell-Deadlift_Hips-FIX_180.webp
301,Dumbbell Decline Bench Press,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",03011301-Dumbbell-Decline-Bench-Press_Chest-FIX_180.webp
302,Dumbbell Decline Fly,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head",03021301-Dumbbell-Decline-Fly_Chest_180.webp
303,Dumbbell Decline Hammer Press,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",03031301-Dumbbell-Decline-Hammer-Press_Chest_180.webp
305,Dumbbell Decline Shrug,Strength,Back,Dumbbell,Male,Trapezius Upper Fibers ,Levator Scapulae,03051301-Dumbbell-Decline-Shrug_Back_180.webp
306,Dumbbell Decline Triceps Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,03061301-Dumbbell-Decline-Triceps-Extension_Upper-Arms_180.webp
308,Dumbbell Fly,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Deltoid Anterior",03081301-Dumbbell-Fly_Chest-FIX_180.webp
310,Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",03101301-Dumbbell-Front-Raise_Shoulders-FIX_180.webp
312,Dumbbell Hammer Curl (version 2),Strength,Upper Arms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",03121301-Dumbbell-Hammer-Curl-II_Upper-Arms_180.webp
313,Dumbbell Hammer Curl,Strength,Upper Arms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",03131301-Dumbbell-Hammer-Curl_Forearm_180.webp
314,Dumbbell Incline Bench Press,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii",03141301-Dumbbell-Incline-Bench-Press_Chest-FIX_180.webp
319,Dumbbell Incline Fly,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior",03191301-Dumbbell-Incline-Fly_Chest-FIX_180.webp
322,Dumbbell Incline Inner Biceps Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis",03221301-Dumbbell-Incline-Inner-Biceps-Curl_Upper-Arms_180.webp
325,Dumbbell Incline Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",03251301-Dumbbell-Incline-Raise_Shoulders_180.webp
326,Dumbbell Incline Rear Lateral Raise,Strength,Shoulders,Dumbbell,Male,"Deltoid Lateral, Deltoid Posterior ","Deltoid Anterior, Trapezius Lower Fibers, Trapezius Middle Fibers",03261301-Dumbbell-Incline-Rear-Lateral-Raise_Shoulders-FIX_180.webp
327,Dumbbell Incline Row,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Pectoralis Major Sternal Head",03271301-Dumbbell-Incline-Row_Back_180.webp
329,Dumbbell Incline Shrug,Strength,Back,Dumbbell,Male,Trapezius Upper Fibers ,Levator Scapulae,03291301-Dumbbell-Incline-Shrug_Back_180.webp
330,Dumbbell Incline Triceps Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,03301301-Dumbbell-Incline-Triceps-Extension_Upper-Arms-FIX_180.webp
333,Dumbbell Kickback,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,03331301-Dumbbell-Kickback_Upper-Arms_180.webp
334,Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior",03341301-Dumbbell-Lateral-Raise_shoulder-AFIX_180.webp
336,Dumbbell Lunge,Strength,Hips,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",03361301-Dumbbell-Lunge_Hips-FIX_180.webp
338,Dumbbell Lying Elbow Press,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",03381301-Dumbbell-Lying-Elbow-Press_Triceps_180.webp
339,Dumbbell Lying Femoral,Strength,Thighs,Dumbbell,Male,Hamstrings,"Gastrocnemius, Soleus",03391301-Dumbbell-Lying-Femoral_Thighs_180.webp
340,Dumbbell Lying Hammer Press,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",03401301-Dumbbell-Lying-Hammer-Press_Chest_180.webp
351,Dumbbell Lying Triceps Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,03511301-Dumbbell-Lying-Triceps-Extension_Upper-Arms-FIX_180.webp
354,Dumbbell One Arm Kickback,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,03541301-Dumbbell-One-Arm-Kickback_Upper-Arms_180.webp
358,Dumbbell One arm Revers Wrist Curl,Strength,Forearms,Dumbbell,Male,Wrist Extensors,,03581301-Dumbbell-One-arm-Revers-Wrist-Curl_Forearms_180.webp
364,Dumbbell One arm Wrist Curl,Strength,Forearms,Dumbbell,Male,Wrist Flexors,,03641301-Dumbbell-One-arm-Wrist-Curl_Forearm-SFIX_180.webp
365,Dumbbell Over Bench Neutral Wrist Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,,03651301-Dumbbell-Over-Bench-Neutral-Wrist-Curl_Forearms_180.webp
366,Dumbbell Over Bench One Arm  Neutral Wrist Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,,03661301-Dumbbell-Over-Bench-One-Arm--Neutral-Wrist-Curl_Forearms_180.webp
367,Dumbbell Over Bench One Arm Wrist Curl,Strength,Forearms,Dumbbell,Male,Wrist Extensors,,03671301-Dumbbell-Over-Bench-One-Arm-Wrist-Curl_Forearms_180.webp
368,Dumbbell Over Bench Revers Wrist Curl,Strength,Forearms,Dumbbell,Male,Wrist Flexors,,03681301-Dumbbell-Over-Bench-Revers-Wrist-Curl_Forearms_180.webp
369,Dumbbell Over Bench Wrist Curl,Strength,Forearms,Dumbbell,Male,Wrist Extensors,,03691301-Dumbbell-Over-Bench-Wrist-Curl_Forearms_180.webp
370,Dumbbell Peacher Hammer Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",03701301-Dumbbell-Peacher-Hammer-Curl_Forearms_180.webp
375,Dumbbell Pullover,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Teres Major, Triceps Brachii",03751301-Dumbbell-Pullover_Chest_180.webp
377,Dumbbell Rear Delt Row_shoulder,Strength,Shoulders,Dumbbell,Male,Deltoid Posterior ,"Brachialis, Brachioradialis, Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",03771301-Dumbbell-Rear-Delt-Row_shoulder_180.webp
378,Dumbbell Rear Fly,Strength,Shoulders,Dumbbell,Male,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",03781301-Dumbbell-Rear-Fly_Shoulders-FIX_180.webp
380,Dumbbell Rear Lateral Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",03801301-Dumbbell-Rear-Lateral-Raise_Shoulders-FIX_180.webp
381,Dumbbell Rear Lunge,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",03811301-Dumbbell-Rear-Lunge_Thighs_180.webp
382,Dumbbell Revers grip Biceps Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",03821301-Dumbbell-Revers-grip-Biceps-Curl_Forearms_180.webp
384,Dumbbell Reverse Preacher Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",03841301-Dumbbell-Reverse-Preacher-Curl_Forearms-FIX_180.webp
385,Dumbbell Reverse Wrist Curl,Strength,Forearms,Dumbbell,Male,Wrist Extensors,,03851301-Dumbbell-Reverse-Wrist-Curl_Forearm_180.webp
389,Dumbbell Seated Bench Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,03891301-Dumbbell-Seated-Bench-Extension_Upper-Arms-FIX_180.webp
392,Dumbbell Seated Front Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",03921301-Dumbbell-Seated-Front-Raise_Shoulders_180.webp
394,Dumbbell Seated Kickback,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,03941301-Dumbbell-Seated-Kickback_Upper-Arms_180.webp
395,Dumbbell Seated Lateral Raise (version 2),Strength,Shoulders,Dumbbell,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior",03951301-Dumbbell-Seated-Lateral-Raise_Shoulders-FIX_180.webp
397,Dumbbell Seated Neutral Wrist Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,,03971301-Dumbbell-Seated-Neutral-Wrist-Curl_Forearms_180.webp
401,Dumbbell Seated Palms Up Wrist Curl,Strength,Forearms,Dumbbell,Male,Wrist Flexors,,04011301-Dumbbell-Seated-Palms-Up-Wrist-Curl_Forearms_180.webp
402,Dumbbell Seated Preacher Curl,Strength,Upper Arms,Dumbbell,Male,Brachialis,"Biceps Brachii, Brachioradialis",04021301-Dumbbell-Seated-Preacher-Curl_Upper-Arms_180.webp
403,Dumbbell Seated Revers grip Concentration Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",04031301-Dumbbell-Seated-Revers-grip-Concentration-Curl_Forearms_180.webp
405,Dumbbell Seated Shoulder Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",04051301-Dumbbell-Seated-Shoulder-Press_Shoulders_180.webp
406,Dumbbell Shrug,Strength,Back,Dumbbell,Male,Trapezius Upper Fibers ,Trapezius Middle Fibers,04061301-Dumbbell-Shrug_Back-FIX_180.webp
407,Dumbbell Side Bend,Strength,Waist,Dumbbell,Male,Obliques,,04071301-Dumbbell-Side-Bend_Waist-FIX_180.webp
410,Dumbbell Single Leg Split Squat,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",04101301-Dumbbell-Single-Leg-Split-Squat_Thighs-FIX_180.webp
413,Dumbbell Squat,Strength,Hips,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",04131301-Dumbbell-Squat_Hips_180.webp
415,Dumbbell Standing Alternate Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",04151301-Dumbbell-Standing-Alternate-Raise_Shoulders_180.webp
416,Dumbbell Standing Biceps Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis",04161301-Dumbbell-Standing-Biceps-Curl_Upper-Arms-FIX_180.webp
417,Dumbbell Standing Calf Raise,Strength,Calves,Dumbbell,Male,Gastrocnemius,Soleus,04171301-Dumbbell-Standing-Calf-Raise_Calf_180.webp
418,Dumbbell Standing Concentration Curl,Strength,Upper Arms,Dumbbell,Male,Brachialis,"Biceps Brachii, Brachioradialis",04181301-Dumbbell-Standing-Concentration-Curl_Upper-Arms_180.webp
420,Dumbbell Standing Kickback,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,04201301-Dumbbell-Standing-Kickback_Upper-Arms_180.webp
421,Dumbbell Standing One Arm Concentration Curl,Strength,Upper Arms,Dumbbell,Male,Brachialis,"Biceps Brachii, Brachioradialis",04211301-Dumbbell-Standing-One-Arm-Concentration-Curl_Upper-Arms_180.webp
423,Dumbbell Standing One Arm Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,04231301-Dumbbell-Standing-One-Arm-Extension_Upper-Arms_180.webp
427,Dumbbell Standing Palms In Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",04271301-Dumbbell-Standing-Palms-In-Press_Shoulders_180.webp
430,Dumbbell Standing Triceps Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,04301301-Dumbbell-Standing-Triceps-Extension_Upper-Arms_180.webp
431,Dumbbell Step-up,Strength,Hips,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Soleus",04311301-Dumbbell-Step-up_Hips_180.webp
432,Dumbbell Stiff Leg Deadlift,Strength,Hips,Dumbbell,Male,"Erector Spinae, Gluteus Maximus",Hamstrings,04321301-Dumbbell-Stiff-Leg-Deadlift_Waist_180.webp
433,Dumbbell Straight Arm Pullover,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Levator Scapulae, Teres Major, Triceps Brachii",04331301-Dumbbell-Straight-Arm-Pullover_Chest-FIX_180.webp
437,Dumbbell Upright Row,Strength,Shoulders,Dumbbell,Male,Deltoid Lateral,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",04371301-Dumbbell-Upright-Row_Shoulders-FIX_180.webp
439,Dumbbell Zottman Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis",04391301-Dumbbell-Zottman-Curl_Upper-Arms-FIX_180.webp
443,Elbow-To-Knee,Strength,Waist,Body weight,Male,"Obliques, Rectus Abdominis","Gluteus Maximus, Iliopsoas, Quadriceps",04431301-Elbow-to-Knee_waist_180.webp
446,EZ Barbell Close-grip Curl,Strength,Upper Arms,EZ Barbell,Male,Brachialis,"Biceps Brachii, Brachioradialis",04461301-EZ-Barbell-Close-grip-Curl_Upper-Arms_180.webp
447,EZ Barbell Curl,Strength,Upper Arms,EZ Barbell,Male,Biceps Brachii,"Brachialis, Brachioradialis",04471301-EZ-Barbell-Curl_Upper-Arms_180.webp
449,EZ Barbell Incline Triceps Extension,Strength,Upper Arms,EZ Barbell,Male,Triceps Brachii,,04491301-EZ-Barbell-Incline-Triceps-Extension_Upper-Arms_180.webp
451,EZ Barbell Reverse Grip Curl,Strength,Forearms,EZ Barbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",04511301-EZ-Barbell-Reverse-Grip-Curl_Forearms_180.webp
452,EZ Barbell Reverse grip Preacher Curl,Strength,Forearms,EZ Barbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",04521301-EZ-Barbell-Reverse-grip-Preacher-Curl_Forearms-FIX_180.webp
453,EZ Barbell Seated Triceps Extension,Strength,Upper Arms,EZ Barbell,Male,Triceps Brachii,,04531301-EZ-Barbell-Seated-Triceps-Extension_Upper-Arms-FIX_180.webp
455,Finger Curls,Strength,Forearms,Barbell,Male,,,04551301-Finger-Curls_Forearms_180.webp
459,Flutter Kicks,Strength,Hips,Body weight,Male,Gluteus Maximus,Hamstrings,04591301-Flutter-Kicks_hips_180.webp
463,Front Plank,Strength,Waist,Body weight,Male,Rectus Abdominis,"Deltoid Anterior, Gluteus Maximus, Gluteus Medius, Obliques, Sartorius, Tensor Fasciae Latae",04631301-Front-Plank_waist-FIX_180.webp
474,Hanging Straight Leg Hip Raise,Strength,Waist,Body weight,Male,Rectus Abdominis,"Adductor Brevis, Adductor Longus, Iliopsoas, Obliques, Quadriceps, Sartorius",04741301-Hanging-Straight-Leg-Hip-Raise_Waist_180.webp
476,Hanging Straight Twisting Leg Hip Raise,Strength,Waist,Body weight,Male,"Obliques, Rectus Abdominis","Iliopsoas, Pectineous, Quadriceps",04761301-Hanging-Straight-Twisting-Leg-Hip-Raise_waist-FIX_180.webp
484,Hip Raise (bent knee),Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Obliques, Pectineous, Sartorius, Tensor Fasciae Latae",04841301-Hip-Raise-(bent-knee)_waist_180.webp
488,Hyperextension (on bench),Strength,Waist,Body weight,Male,Erector Spinae,"Gluteus Maximus, Hamstrings",04881301-Hyperextension-(on-bench)_Waist_180.webp
489,Hyperextension,Strength,Waist,Body weight,Male,Erector Spinae,"Gluteus Maximus, Hamstrings",04891301-Hyperextension_Waist-FIX_180.webp
491,Incline Leg Hip Raise (leg straight),Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Obliques, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae",04911301-Incline-Leg-Hip-Raise-(leg-straight)_waist_180.webp
494,Incline Reverse Grip Push-Up,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Pectoralis Major Clavicular Head",04941301-Incline-Reverse-Grip-Push-Up_chest_180.webp
495,Incline Twisting Sit-up,Strength,Waist,Body weight,Male,"Iliopsoas, Obliques","Adductor Brevis, Adductor Longus, Pectineous, Quadriceps, Rectus Abdominis, Sartorius",04951301-Incline-Twisting-Situp_waist_180.webp
499,Inverted Row,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",04991301-Inverted-Row_Back-FIX_180.webp
507,Jackknife Sit-Up,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Obliques, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae",05071301-Jackknife-Sit-Up_waist_180.webp
571,Lever Single Arm Neutral Grip Seated Row (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",05711301-Lever-Single-Arm-Neutral-Grip-Seated-Row-(plate-loaded)_Back-FIX_180.webp
575,Lever Bicep Curl,Strength,Upper Arms,Leverage machine,Male,Brachialis,Biceps Brachii,05751301-Lever-Bicep-Curl_Upper-Arms_180.webp
576,Lever Chest Press (plate loaded),Strength,Chest,Leverage machine,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",05761301-Lever-Chest-Press-(plate-loaded)_Chest_180.webp
577,Lever Chest Press,Strength,Chest,Leverage machine,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",05771301-Lever-Chest-Press_Chest_180.webp
578,Lever Deadlift (plate loaded),Strength,Thighs,Leverage machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",05781301-Lever-Deadlift-(plate-loaded)_Thighs_180.webp
579,Lever Front Pulldown,Strength,Back,Leverage machine,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",05791301-Lever-Front-Pulldown_Back_180.webp
580,Lever Gripless Shrug,Strength,Back,Leverage machine,Male,Trapezius Upper Fibers ,Trapezius Middle Fibers,05801301-Lever-Gripless-Shrug_Back_180.webp
581,Lever High Row (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",05811301-Lever-High-Row-(plate-loaded)_Back_180.webp
582,Lever Kneeling Leg Curl (plate loaded),Strength,Thighs,Leverage machine,Male,Hamstrings,"Gastrocnemius, Soleus",05821301-Lever-Kneeling-Leg-Curl-(plate-loaded)_Thighs_180.webp
584,Lever Lateral Raise,Strength,Shoulders,Leverage machine,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior",05841301-Lever-Lateral-Raise_shoulder_180.webp
585,Lever Leg Extension,Strength,Thighs,Leverage machine,Male,Quadriceps,,05851301-Lever-Leg-Extension_Thighs_180.webp
586,Lever Lying Leg Curl,Strength,Thighs,Leverage machine,Male,Hamstrings,"Gastrocnemius, Soleus",05861301-Lever-Lying-Leg-Curl_Thighs_180.webp
587,Lever Military Press (plate loaded),Strength,Shoulders,Leverage machine,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",05871301-Lever-Military-Press-(plate-loaded)_shoulder_180.webp
588,Lever Neutral Grip Seated Row (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",05881301-Lever-Neutral-Grip-Seated-Row-(plate-loaded)_Back-FIX_180.webp
591,Lever Overhand Triceps Dip,Strength,Upper Arms,Leverage machine,Male,Triceps Brachii,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",05911301-Lever-Overhand-Triceps-Dip_Upper-Arms_180.webp
592,Lever Preacher Curl,Strength,Upper Arms,Leverage machine,Male,Brachialis,"Biceps Brachii, Brachioradialis",05921301-Lever-Preacher-Curl_Upper-Arms-FIX_180.webp
594,Lever Seated Calf Raise (plate loaded),Strength,Calves,Leverage machine,Male,Soleus,Gastrocnemius,05941301-Lever-Seated-Calf-Raise-(plate-loaded)_Calf_180.webp
595,Lever Seated Crunch (chest pad),Strength,Waist,Leverage machine,Male,Rectus Abdominis,Obliques,05951301-Lever-Seated-Crunch-(chest-pad)_Waist_180.webp
596,Lever Seated Fly,Strength,Chest,Leverage machine,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Pectoralis Major Clavicular Head, Serratus Anterior",05961301-Lever-Seated-Fly_Chest_180.webp
597,Lever Seated Hip Abduction,Strength,Hips,Leverage machine,Male,"Gluteus Maximus, Gluteus Medius",Tensor Fasciae Latae,05971301-Lever-Seated-Hip-Abduction_Hips-FIX_180.webp
598,Lever Seated Hip Adduction,Strength,Thighs,Leverage machine,Male,"Adductor Longus, Adductor Magnus","Adductor Brevis, Gracilis",05981301-Lever-Seated-Hip-Adduction_Hips-FIX_180.webp
599,Lever Seated Leg Curl,Strength,Thighs,Leverage machine,Male,Hamstrings,"Gastrocnemius, Sartorius",05991301-Lever-Seated-Leg-Curl_Thighs-FIX_180.webp
602,Lever Seated Reverse Fly,Strength,Shoulders,Leverage machine,Male,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",06021301-Lever-Seated-Reverse-Fly_Shoulders_180.webp
604,Lever Shrug (plate loaded),Strength,Back,Leverage machine,Male,Trapezius Upper Fibers ,"Levator Scapulae, Trapezius Middle Fibers",06041301-Lever-Shrug-(plate-loaded)_Back_180.webp
605,Lever Standing Calf Raise,Strength,Calves,Leverage machine,Male,Gastrocnemius,Soleus,06051301-Lever-Standing-Calf-Raise_Calf_180.webp
606,Lever T bar Row (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",06061301-Lever-T-bar-Row-(plate-loaded)_Back-AFIX_180.webp
607,Lever Triceps Extension,Strength,Upper Arms,Leverage machine,Male,Triceps Brachii,,06071301-Lever-Triceps-Extension_Upper-Arms_180.webp
620,Lying Leg Raise Flat Bench,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Gluteus Maximus, Pectineous, Quadriceps, Sartorius",06201301-Lying-Leg-Raise-Flat-Bench_waist_180.webp
650,Pull-In (on stability ball),Strength,Waist,Stability ball,Male,"Iliopsoas, Rectus Abdominis","Obliques, Pectineous, Sartorius, Tensor Fasciae Latae",06501301-Pull-In-(on-stability-ball)_waist_180.webp
651,Pull up (neutral grip),Strength,Back,Body weight,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Teres Major, Trapezius Lower Fibers",06511301-Pull-up-(neutral-grip)_Back_180.webp
652,Pull-up,Strength,Back,Body weight,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",06521301-Pull-up_Back_180.webp
662,Push-up,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",06621301-Push-up-m_Chest-FIX_180.webp
668,Rear Decline Bridge,Strength,Waist,Body weight,Male,Gluteus Maximus,"Hamstrings, Quadriceps",06681301-Rear-Decline-Bridge_Waist-FIX_180.webp
670,Rear Pull-up,Strength,Back,Body weight,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers",06701301-Rear-Pull-up_Back_180.webp
672,Reverse Dip,Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",06721301-Reverse-Dip_Upper-Arms_180.webp
673,Reverse grip machine lat pulldown,Strength,Back,Leverage machine,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers",06731301-reverse-grip-machine-lat-pulldown_Back_180.webp
689,Seated Leg Raise,Strength,Waist,Body weight,Male,Rectus Abdominis,"Iliopsoas, Obliques",06891301-Seated-Leg-Raise_waist_180.webp
715,Side Plank,Strength,Waist,Body weight,Male,Obliques,,07151301-Side-Plank-(male)_Waist-FIX_180.webp
